Entry	Entry name	Protein names	Gene names	Cross-reference (RefSeq)
B8I6C4	B8I6C4_RUMCH	Rod shape-determining protein MreD	Ccel_2561	WP_015925976.1;
B8I573	B8I573_RUMCH	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB Ccel_0266	WP_012634718.1;
B8I915	B8I915_RUMCH	SNF2-related protein	Ccel_3055	WP_015926406.1;
B8I3N1	B8I3N1_RUMCH	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44)	cheB Ccel_2028	WP_015925476.1;
B8I812	B8I812_RUMCH	Energy-coupling factor transporter ATP-binding protein EcfA2 (EC 3.6.3.-)	Ccel_0791	WP_015924331.1;
B8I5J4	B8I5J4_RUMCH	Tox-SHH domain-containing protein	Ccel_2400	WP_015925819.1;
B8I2H8	B8I2H8_RUMCH	DUF5714 domain-containing protein	Ccel_1619	WP_015925087.1;
B8I1Y7	B8I1Y7_RUMCH	DNA polymerase III subunit alpha (EC 2.7.7.7)	Ccel_1459	WP_015924956.1;
B8I5K5	B8I5K5_RUMCH	Uncharacterized protein	Ccel_2411	WP_015925830.1;
B8I537	B8I537_RUMCH	NUDIX hydrolase	Ccel_0230	WP_012634682.1;
B8I3G7	B8I3G7_RUMCH	O-acetylhomoserine/O-acetylserine sulfhydrylase	Ccel_1962	WP_015925414.1;
B8I3Q6	B8I3Q6_RUMCH	Flagellar basal-body rod protein FlgC	Ccel_2053	WP_015925501.1;
B8I4G0	B8I4G0_RUMCH	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC Ccel_0126	WP_012634580.1;
B8I8Q1	B8I8Q1_RUMCH	Abortive infection protein	Ccel_0915	WP_015924442.1;
B8I0N0	B8I0N0_RUMCH	Glucanase (EC 3.2.1.-)	Ccel_1249	WP_015924754.1;
B8I171	B8I171_RUMCH	Type IV pilus assembly PilZ	Ccel_1315	WP_015924817.1;
B8I3R0	B8I3R0_RUMCH	DNA protecting protein DprA	Ccel_2057	WP_015925505.1;
B8I6R3	B8I6R3_RUMCH	Putative carbohydrate binding	Ccel_2577	WP_015925992.1;
B8I663	B8I663_RUMCH	Protein Tlp homolog	tlp Ccel_2500	WP_015925917.1;
B8I9D0	B8I9D0_RUMCH	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC Ccel_1028	WP_015924546.1;
B8I819	B8I819_RUMCH	Amidohydrolase	Ccel_0798	WP_015924338.1;
B8I756	B8I756_RUMCH	RNA-binding S4 domain protein	Ccel_0599	WP_015924149.1;
B8I1L0	B8I1L0_RUMCH	Peptidase C26	Ccel_3356	WP_015926697.1;
B8I842	B8I842_RUMCH	SNF2-related protein	Ccel_2848	WP_015926213.1;
B8I711	B8I711_RUMCH	ABC transporter related	Ccel_2686	WP_015926084.1;
B8I1M7	B8I1M7_RUMCH	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC Ccel_3373	WP_015926714.1;
B8I1L8	B8I1L8_RUMCH	Uncharacterized protein	Ccel_3364	WP_015926705.1;
B8I6Q4	B8I6Q4_RUMCH	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon Ccel_2568	WP_015925983.1;
B8I651	B8I651_RUMCH	DEAD/DEAH box helicase domain protein	Ccel_2488	WP_015925905.1;
B8I520	B8I520_RUMCH	ThuA domain-containing protein	Ccel_0213	
B8I4H2	B8I4H2_RUMCH	Malic protein NAD-binding	Ccel_0138	WP_012634592.1;
B8I5F3	B8I5F3_RUMCH	Uncharacterized protein	Ccel_2355	
B8I6V1	B8I6V1_RUMCH	Methyltransferase type 11	Ccel_2615	WP_015926030.1;
B8I1Y1	B8I1Y1_RUMCH	Uncharacterized protein	Ccel_1453	WP_015924951.1;
B8I7M4	B8I7M4_RUMCH	Accessory gene regulator B	Ccel_2798	WP_015926167.1;
B8I3R4	B8I3R4_RUMCH	RNA-binding S4 domain protein	Ccel_0003	WP_012634458.1;
B8I530	B8I530_RUMCH	ABC transporter related	Ccel_0223	WP_012634675.1;
B8I8G5	B8I8G5_RUMCH	Integrase family protein	Ccel_0820	WP_015924360.1;
B8I0B7	B8I0B7_RUMCH	Methyltransferase (EC 2.1.1.-)	Ccel_3152	
B8I8K3	B8I8K3_RUMCH	Amino acid adenylation domain protein	Ccel_0864	
B8I4Y0	B8I4Y0_RUMCH	Integral membrane protein TerC	Ccel_2297	WP_015925726.1;
B8I200	B8I200_RUMCH	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	mltG Ccel_1472	WP_015924968.1;
B8I0A8	B8I0A8_RUMCH	Uncharacterized protein	Ccel_3143	WP_015926492.1;
B8I4I8	B8I4I8_RUMCH	Beta-galactosidase (EC 3.2.1.23) (Lactase)	Ccel_0154	WP_012634608.1;
B8I1T2	B8I1T2_RUMCH	Xylose isomerase (EC 5.3.1.5)	xylA Ccel_3429	WP_015926769.1;
B8I566	B8I566_RUMCH	Sugar-phosphate isomerase, RpiB/LacA/LacB family	Ccel_0259	WP_012634711.1;
B8I392	B8I392_RUMCH	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth Ccel_1887	WP_015925340.1;
B8I2I6	B8I2I6_RUMCH	Carrier domain-containing protein	Ccel_1627	WP_015925095.1;
B8I263	B8I263_RUMCH	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe Ccel_1537	WP_015925030.1;
B8I7F2	B8I7F2_RUMCH	Beta-lactamase domain-containing protein	Ccel_2712	WP_015926095.1;
B8I0E7	B8I0E7_RUMCH	Seryl-tRNA synthetase (EC 6.1.1.11)	Ccel_3183	WP_015926531.1;
B8I6S3	B8I6S3_RUMCH	ABC transporter related	Ccel_2587	WP_015926002.1;
B8I0J9	B8I0J9_RUMCH	Alcohol acetyltransferase	Ccel_1217	WP_015924724.1;
B8I476	B8I476_RUMCH	5-methylthioadenosine/S-adenosylhomocysteine deaminase (MTA/SAH deaminase) (EC 3.5.4.28) (EC 3.5.4.31)	mtaD Ccel_2167	
B8I299	B8I299_RUMCH	Desulfoferrodoxin (EC 1.15.1.2) (Superoxide reductase)	Ccel_3474	WP_015926814.1;
B8I5K8	B8I5K8_RUMCH	Type II secretion system protein E	Ccel_2414	WP_015925833.1;
B8I4Q7	B8I4Q7_RUMCH	Uncharacterized protein	Ccel_2219	WP_015925654.1;
B8I6K3	B8I6K3_RUMCH	Patatin	Ccel_0513	WP_012634957.1;
B8I7B7	B8I7B7_RUMCH	DNA helicase (EC 3.6.4.12)	Ccel_0661	WP_015924210.1;
B8I2S9	B8I2S9_RUMCH	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	Ccel_1721	WP_015925187.1;
B8I1E3	B8I1E3_RUMCH	Uncharacterized protein	Ccel_1387	WP_015924887.1;
B8I6U6	B8I6U6_RUMCH	Zn_dep_PLPC domain-containing protein	Ccel_2610	WP_015926025.1;
B8I654	B8I654_RUMCH	Tail Collar domain protein	Ccel_2491	WP_015925908.1;
B8I024	B8I024_RUMCH	Stage 0 sporulation protein A homolog	Ccel_1167	WP_015924677.1;
B8I0F3	B8I0F3_RUMCH	Radical SAM domain protein	Ccel_3189	WP_015926537.1;
B8I549	B8I549_RUMCH	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX Ccel_0242	WP_012634694.1;
B8I1V0	B8I1V0_RUMCH	Peptidase S8 and S53 subtilisin kexin sedolisin	Ccel_3447	WP_015926787.1;
B8I685	B8I685_RUMCH	ABC transporter related	Ccel_2522	WP_015925939.1;
B8I6L5	B8I6L5_RUMCH	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB Ccel_0525	WP_015924080.1;
B8I6H0	B8I6H0_RUMCH	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	murF Ccel_0480	WP_012634924.1;
B8I056	B8I056_RUMCH	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd Ccel_3090	WP_015926440.1;
B8I5B3	B8I5B3_RUMCH	Protein translocase subunit SecE	secE Ccel_0306	WP_012634758.1;
B8I920	B8I920_RUMCH	Helicase domain protein	Ccel_3060	WP_015926411.1;
B8HZX1	B8HZX1_RUMCH	UbiA prenyltransferase	Ccel_1113	
B8I6E2	B8I6E2_RUMCH	DNA polymerase III PolC-type (PolIII) (EC 2.7.7.7)	polC Ccel_0452	WP_012634896.1;
B8I1N4	B8I1N4_RUMCH	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD Ccel_3381	WP_015926721.1;
B8I1X3	B8I1X3_RUMCH	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi Ccel_1445	WP_015924943.1;
B8I0G0	B8I0G0_RUMCH	Peptidase S8 and S53 subtilisin kexin sedolisin	Ccel_3196	WP_015926544.1;
B8I1X7	B8I1X7_RUMCH	Patatin	Ccel_1449	WP_015924947.1;
B8I4H9	B8I4H9_RUMCH	Extracellular solute-binding protein family 1	Ccel_0145	WP_012634599.1;
B8I2W4	B8I2W4_RUMCH	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	Ccel_1756	WP_015925222.1;
B8I3N7	B8I3N7_RUMCH	Flagellar biosynthetic protein FliQ	fliQ Ccel_2034	WP_015925482.1;
B8I3X7	B8I3X7_RUMCH	Cell division protein FtsZ	ftsZ Ccel_2064	WP_015925512.1;
B8I1R8	B8I1R8_RUMCH	Transketolase (EC 2.2.1.1)	Ccel_3415	WP_015926755.1;
B8I512	B8I512_RUMCH	tRNA synthetase class I (M)	Ccel_0205	WP_012634657.1;
B8I5Y4	B8I5Y4_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_0417	WP_012634863.1;
B8I6R8	B8I6R8_RUMCH	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate-lyase)	Ccel_2582	WP_015925997.1;
B8I034	B8I034_RUMCH	ABC transporter related	Ccel_1177	WP_015924687.1;
B8I6A1	B8I6A1_RUMCH	ATPase associated with various cellular activities AAA_3	Ccel_2538	WP_015925955.1;
B8I6H2	B8I6H2_RUMCH	Cell division protein FtsW	Ccel_0482	WP_012634926.1;
B8I3R1	B8I3R1_RUMCH	Mg chelatase, subunit ChlI	Ccel_2058	WP_015925506.1;
B8I0F1	B8I0F1_RUMCH	DNA/pantothenate metabolism flavoprotein domain protein	Ccel_3187	WP_015926535.1;
B8I5A3	B8I5A3_RUMCH	ABC-2 type transporter	Ccel_0296	WP_012634748.1;
B8I5U3	B8I5U3_RUMCH	RNA polymerase sigma factor	Ccel_0375	WP_012634823.1;
B8I5P1	B8I5P1_RUMCH	Beta-lactamase domain protein	Ccel_0321	WP_012634773.1;
B8I0Y9	B8I0Y9_RUMCH	Phosphopantetheine-binding	Ccel_3256	WP_015926603.1;
B8I7H3	B8I7H3_RUMCH	Uncharacterized protein	Ccel_2735	WP_015926116.1;
B8I7Q4	B8I7Q4_RUMCH	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX Ccel_0681	
B8I3V4	B8I3V4_RUMCH	Ferritin (EC 1.16.3.2)	Ccel_0043	WP_012634498.1;
B8HZZ5	B8HZZ5_RUMCH	Stage 0 sporulation protein A homolog	Ccel_1138	WP_015924650.1;
B8I733	B8I733_RUMCH	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY Ccel_0576	WP_015924129.1;
B8I0H0	B8I0H0_RUMCH	CapA domain protein	Ccel_3206	
B8I786	B8I786_RUMCH	Uncharacterized protein	Ccel_0629	WP_015924179.1;
B8I1A4	B8I1A4_RUMCH	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB Ccel_1348	WP_015924850.1;
B8I750	B8I750_RUMCH	Pseudouridine synthase (EC 5.4.99.-)	Ccel_0593	WP_015924143.1;
B8I6E0	B8I6E0_RUMCH	Zinc metalloprotease (EC 3.4.24.-)	Ccel_0450	WP_012634894.1;
B8I5Z9	B8I5Z9_RUMCH	DUF4825 domain-containing protein	Ccel_0433	WP_012634878.1;
B8I3W1	B8I3W1_RUMCH	Diacylglycerol kinase catalytic region	Ccel_0050	WP_012634505.1;
B8I232	B8I232_RUMCH	Uncharacterized protein	Ccel_1506	
B8I3W3	B8I3W3_RUMCH	SMC domain protein	Ccel_0052	WP_012634507.1;
B8I2N3	B8I2N3_RUMCH	Sugar (Glycoside-Pentoside-Hexuronide) transporter	Ccel_1675	WP_015925141.1;
B8I5I1	B8I5I1_RUMCH	Amino acid adenylation domain protein	Ccel_2384	WP_015925806.1;
B8I1J9	B8I1J9_RUMCH	Uncharacterized protein	Ccel_3345	WP_015926686.1;
B8I768	B8I768_RUMCH	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR Ccel_0611	WP_015924161.1;
B8I4R6	B8I4R6_RUMCH	Platelet-activating factor acetylhydrolase plasma/intracellular isoform II	Ccel_2228	WP_015925663.1;
B8I4A1	B8I4A1_RUMCH	Integrase family protein	Ccel_0067	WP_012634521.1;
B8I062	B8I062_RUMCH	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC Ccel_3096	WP_015926446.1;
B8I1K6	B8I1K6_RUMCH	Hemerythrin HHE cation binding domain protein	Ccel_3352	
B8I992	B8I992_RUMCH	Transcriptional regulator, AraC family	Ccel_0990	WP_015924509.1;
B8I5T5	B8I5T5_RUMCH	UDP-glucose 4-epimerase (EC 5.1.3.2)	Ccel_0367	WP_012634816.1;
B8I2B6	B8I2B6_RUMCH	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA Ccel_1557	WP_015925049.1;
B8I0M7	B8I0M7_RUMCH	Pectinesterase (EC 3.1.1.11)	Ccel_1246	WP_015924751.1;
B8I5M3	B8I5M3_RUMCH	Putative RNA methylase	Ccel_2429	WP_015925848.1;
B8I0P3	B8I0P3_RUMCH	Uncharacterized protein	Ccel_1262	
B8I3B6	B8I3B6_RUMCH	Uncharacterized protein	Ccel_1911	WP_015925364.1;
B8I0W4	B8I0W4_RUMCH	Uracil-DNA glycosylase superfamily	Ccel_3230	WP_015926578.1;
B8I417	B8I417_RUMCH	Phosphate-specific transport system accessory protein PhoU	Ccel_2105	WP_015925551.1;
B8I6A9	B8I6A9_RUMCH	Oxidoreductase FAD/NAD(P)-binding domain protein	Ccel_2546	WP_015925963.1;
B8I5I5	B8I5I5_RUMCH	Pyruvate phosphate dikinase PEP/pyruvate-binding	Ccel_2388	WP_015925810.1;
B8I798	B8I798_RUMCH	Uncharacterized protein	Ccel_0641	WP_015924191.1;
B8I0L3	B8I0L3_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1232	WP_015924737.1;
B8I3F2	B8I3F2_RUMCH	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS Ccel_1947	WP_015925399.1;
B8I482	B8I482_RUMCH	RNA polymerase, sigma-24 subunit, ECF subfamily	Ccel_2173	WP_015925610.1;
B8I505	B8I505_RUMCH	Stage 0 sporulation protein A homolog	Ccel_0198	WP_012634650.1;
B8I5F1	B8I5F1_RUMCH	Radical SAM domain protein	Ccel_2353	WP_015925779.1;
B8I0E4	B8I0E4_RUMCH	Putative transcriptional regulator, TetR family	Ccel_3180	
B8I4F6	B8I4F6_RUMCH	Radical SAM domain protein	Ccel_0122	WP_012634576.1;
B8I6A5	B8I6A5_RUMCH	Metallophosphoesterase	Ccel_2542	WP_015925959.1;
B8I666	B8I666_RUMCH	Aldo/keto reductase	Ccel_2503	WP_015925920.1;
B8I6S0	B8I6S0_RUMCH	Uncharacterized protein	Ccel_2584	WP_015925999.1;
B8I0P6	B8I0P6_RUMCH	Dihydrodipicolinate synthetase	Ccel_1265	WP_015924770.1;
B8I3Z3	B8I3Z3_RUMCH	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Ccel_2081	WP_015925528.1;
B8I2L4	B8I2L4_RUMCH	Probable pectate lyase C (EC 3.2.1.4)	Ccel_1656	WP_015925123.1;
B8I510	B8I510_RUMCH	Glycoside hydrolase family 3 domain protein	Ccel_0203	WP_012634655.1;
B8I4X2	B8I4X2_RUMCH	Putative gluconeogenesis factor	Ccel_2289	WP_015925718.1;
B8I325	B8I325_RUMCH	UbiA prenyltransferase	Ccel_1818	
B8I7G4	B8I7G4_RUMCH	Restriction modification system DNA specificity domain protein	Ccel_2724	WP_015926107.1;
B8I5W3	B8I5W3_RUMCH	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Ccel_0395	WP_012634843.1;
B8I466	B8I466_RUMCH	Uncharacterized protein	Ccel_2157	WP_015925595.1;
B8I6E6	B8I6E6_RUMCH	Ribosomal protein L7Ae/L30e/S12e/Gadd45	Ccel_0456	WP_012634900.1;
B8I0L5	B8I0L5_RUMCH	Carbohydrate binding family 6	Ccel_1234	WP_015924739.1;
B8I333	B8I333_RUMCH	NAD-dependent DNA ligase	Ccel_1827	
B8I3D2	B8I3D2_RUMCH	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	Ccel_1927	WP_015925379.1;
B8I219	B8I219_RUMCH	Uncharacterized protein	Ccel_1492	
B8I2S5	B8I2S5_RUMCH	Cell envelope-related transcriptional attenuator	Ccel_1717	WP_015925183.1;
B8I9B1	B8I9B1_RUMCH	Aldo/keto reductase	Ccel_1009	WP_015924528.1;
B8I709	B8I709_RUMCH	Inner-membrane translocator	Ccel_2684	
B8I410	B8I410_RUMCH	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ Ccel_2098	WP_015925544.1;
B8I5P7	B8I5P7_RUMCH	ATPase AAA-2 domain protein	Ccel_0327	WP_012634779.1;
B8I3P1	B8I3P1_RUMCH	CheC, inhibitor of MCP methylation / FliN fusion protein	Ccel_2038	WP_015925486.1;
B8I3N3	B8I3N3_RUMCH	Flagella-associated GTP-binding protein (Flagellar biosynthesis protein FlhF)	Ccel_2030	WP_015925478.1;
B8I4B8	B8I4B8_RUMCH	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	Ccel_0084	WP_012634538.1;
B8I519	B8I519_RUMCH	Phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK) (EC 4.1.1.32) (GTP-dependent phosphoenolpyruvate carboxykinase) (GTP-PEPCK)	pckG Ccel_0212	WP_012634664.1;
B8I6N7	B8I6N7_RUMCH	Amidohydrolase 2	Ccel_0547	WP_015924101.1;
B8I0G3	B8I0G3_RUMCH	Methionine synthase B12-binding module cap domain protein	Ccel_3199	WP_015926547.1;
B8I5C4	B8I5C4_RUMCH	Stage 0 sporulation protein A homolog	Ccel_2324	WP_015925752.1;
B8I553	B8I553_RUMCH	Stage 0 sporulation protein A homolog	Ccel_0246	WP_012634698.1;
B8I320	B8I320_RUMCH	Glycosyl transferase family 2	Ccel_1813	WP_015925277.1;
B8I0B0	B8I0B0_RUMCH	Uncharacterized protein	Ccel_3145	WP_015926494.1;
B8I765	B8I765_RUMCH	Extracellular solute-binding protein family 5	Ccel_0608	
B8I625	B8I625_RUMCH	Acyl-ACP thioesterase	Ccel_2461	WP_015925879.1;
B8I7R8	B8I7R8_RUMCH	Chromosome partition protein Smc	smc Ccel_0696	WP_015924243.1;
B8I7I3	B8I7I3_RUMCH	Uncharacterized protein	Ccel_2748	WP_015926126.1;
B8I341	B8I341_RUMCH	Transposase IS66	Ccel_1836	WP_015925291.1;
B8I8A5	B8I8A5_RUMCH	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB Ccel_2911	WP_015926272.1;
B8I4C8	B8I4C8_RUMCH	Flagellar hook-associated protein 1	Ccel_0094	WP_012634548.1;
B8I8X6	B8I8X6_RUMCH	GerA spore germination protein	Ccel_3014	WP_015926367.1;
B8I569	B8I569_RUMCH	UDP-N-acetylglucosamine 2-epimerase	Ccel_0262	WP_012634714.1;
B8I975	B8I975_RUMCH	Beta-lactamase	Ccel_0973	WP_015924492.1;
B8I0M0	B8I0M0_RUMCH	Carbohydrate binding family 6	Ccel_1239	WP_015924744.1;
B8I5U4	B8I5U4_RUMCH	Anti-sigma-W factor RsiW	Ccel_0376	WP_012634824.1;
B8I0Z0	B8I0Z0_RUMCH	ATP-grasp domain-containing protein	Ccel_3257	WP_015926604.1;
B8I2T1	B8I2T1_RUMCH	UPF0237 protein Ccel_1723	Ccel_1723	WP_015925189.1;
B8I2S4	B8I2S4_RUMCH	FtrD-like domain-containing protein	Ccel_1716	WP_015925182.1;
B8I7E0	B8I7E0_RUMCH	Uncharacterized protein	Ccel_2698	
B8I310	B8I310_RUMCH	Metal dependent phosphohydrolase	Ccel_1803	WP_015925268.1;
B8I481	B8I481_RUMCH	RNA methylase, NOL1/NOP2/sun family	Ccel_2172	WP_015925609.1;
B8I4D6	B8I4D6_RUMCH	Flagellin	Ccel_0102	WP_012634556.1;
B8I7C6	B8I7C6_RUMCH	Amino acid-binding ACT domain protein	Ccel_0670	WP_015924219.1;
B8I4Y7	B8I4Y7_RUMCH	Respiratory-chain NADH dehydrogenase domain 51 kDa subunit	Ccel_2304	WP_015925733.1;
B8I972	B8I972_RUMCH	Nucleotidyl transferase	Ccel_0970	WP_015924489.1;
B8I5U7	B8I5U7_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_0379	WP_012634827.1;
B8I763	B8I763_RUMCH	Metallophosphoesterase	Ccel_0606	WP_015924156.1;
B8I0L4	B8I0L4_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_1233	WP_015924738.1;
B8I4Q1	B8I4Q1_RUMCH	NAGPA domain-containing protein	Ccel_2213	WP_015925648.1;
B8I647	B8I647_RUMCH	Hemerythrin-like metal-binding protein	Ccel_2484	WP_015925901.1;
B8I3Q4	B8I3Q4_RUMCH	Flagellar M-ring protein FliF	Ccel_2051	WP_015925499.1;
B8I2V5	B8I2V5_RUMCH	Segregation and condensation protein A	scpA Ccel_1747	WP_015925213.1;
B8I1P8	B8I1P8_RUMCH	Uncharacterized protein	Ccel_3395	WP_015926735.1;
B8I7M8	B8I7M8_RUMCH	Uncharacterized protein	Ccel_2805	WP_015926171.1;
B8I2U8	B8I2U8_RUMCH	RsgI N-terminal anti-sigma domain-containing protein	Ccel_1740	WP_015925206.1;
B8I458	B8I458_RUMCH	Uncharacterized protein	Ccel_2148	WP_015925589.1;
B8I3D5	B8I3D5_RUMCH	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA Ccel_1930	WP_015925382.1;
B8I0U7	B8I0U7_RUMCH	Anthranilate synthase component 1 (EC 4.1.3.27)	trpE Ccel_3213	WP_015926561.1;
B8I1I5	B8I1I5_RUMCH	ABC transporter related	Ccel_1429	WP_015924928.1;
B8I1R3	B8I1R3_RUMCH	Glycoside hydrolase family 3 domain protein	Ccel_3410	WP_015926750.1;
B8I1E4	B8I1E4_RUMCH	Uncharacterized protein	Ccel_1388	WP_015924888.1;
B8I4R8	B8I4R8_RUMCH	Uncharacterized protein	Ccel_2230	WP_015925665.1;
B8I4D5	B8I4D5_RUMCH	Flagellin	Ccel_0101	WP_012634555.1;
B8I0E2	B8I0E2_RUMCH	Helicase domain protein	Ccel_3177	WP_015926526.1;
B8I4X5	B8I4X5_RUMCH	PHP domain protein	Ccel_2292	WP_015925721.1;
B8I5N1	B8I5N1_RUMCH	50S ribosomal protein L7/L12	rplL Ccel_0311	WP_012634763.1;
B8I2V6	B8I2V6_RUMCH	Peptidase M50	Ccel_1748	WP_015925214.1;
B8I7C5	B8I7C5_RUMCH	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	Ccel_0669	WP_015924218.1;
B8I984	B8I984_RUMCH	Amino acid adenylation domain protein	Ccel_0982	WP_015924501.1;
B8I1K9	B8I1K9_RUMCH	MscS Mechanosensitive ion channel	Ccel_3355	WP_015926696.1;
B8I0H4	B8I0H4_RUMCH	ABC transporter related	Ccel_1192	WP_015924702.1;
B8I3E1	B8I3E1_RUMCH	AAA ATPase central domain protein	Ccel_1936	WP_015925388.1;
B8I5Y1	B8I5Y1_RUMCH	Phosphoribosyltransferase	Ccel_0414	WP_012634860.1;
B8I7R1	B8I7R1_RUMCH	Radical SAM domain protein	Ccel_0688	
B8I4G6	B8I4G6_RUMCH	Cyanophycin synthase (EC 6.3.2.29) (EC 6.3.2.30) (Cyanophycin synthetase)	Ccel_0132	WP_012634586.1;
B8I8D6	B8I8D6_RUMCH	tRNA-dihydrouridine synthase (EC 1.3.1.-)	Ccel_2942	WP_015926303.1;
B8I7W0	B8I7W0_RUMCH	Cellulase (EC 3.2.1.4)	Ccel_0739	
B8I5H8	B8I5H8_RUMCH	Amino acid adenylation domain protein	Ccel_2381	WP_015925803.1;
B8I1Z7	B8I1Z7_RUMCH	AMP-dependent synthetase and ligase	Ccel_1469	WP_015924965.1;
B8I2Y4	B8I2Y4_RUMCH	Abortive infection protein	Ccel_1776	
B8I3H0	B8I3H0_RUMCH	Aminotransferase class I and II	Ccel_1965	WP_015925417.1;
B8I957	B8I957_RUMCH	PfkB domain protein	Ccel_0954	WP_015924474.1;
B8I9B4	B8I9B4_RUMCH	Transcriptional regulator, AraC family	Ccel_1012	WP_015924531.1;
B8I0G2	B8I0G2_RUMCH	Aldehyde-alcohol dehydrogenase	Ccel_3198	WP_015926546.1;
B8I1C5	B8I1C5_RUMCH	AMP-dependent synthetase and ligase	Ccel_1369	WP_015924871.1;
B8I6G4	B8I6G4_RUMCH	Rod shape-determining protein RodA	Ccel_0474	WP_012634918.1;
B8I958	B8I958_RUMCH	Accessory gene regulator B	Ccel_0955	WP_015924475.1;
B8I3Z8	B8I3Z8_RUMCH	Sodium/calcium exchanger membrane region	Ccel_2086	WP_015925533.1;
B8I2Z8	B8I2Z8_RUMCH	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk Ccel_1791	WP_015925256.1;
B8I2A1	B8I2A1_RUMCH	Diacylglycerol kinase catalytic region	Ccel_3476	WP_015926816.1;
B8I1F5	B8I1F5_RUMCH	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	Ccel_1399	WP_015924899.1;
B8I1N7	B8I1N7_RUMCH	Arginine deiminase (ADI) (EC 3.5.3.6) (Arginine dihydrolase) (AD)	arcA Ccel_3384	WP_015926724.1;
B8I0W3	B8I0W3_RUMCH	ABC transporter related	Ccel_3229	WP_015926577.1;
B8I1Y5	B8I1Y5_RUMCH	Protein translocase subunit SecA (EC 7.4.2.8)	secA Ccel_1457	WP_015924954.1;
